State Name,Informasi Umum
New Zealand,"NEW ZEALANDNew Zealand is a country in the southwestern Pacific Ocean consisting of 2 main islands, both marked by volcanoes and glaciatio n. Capital Wellington, 
on the North Island, is home to Te Papa Tongarewa, the expansive national museum. Wellington’s dramatic Mt. Victoria, along with the South Island’s 
Fiordland and Southern Lakes, stood in for mythical Middle Earth in Peter Jackson’s ""Lord of the Rings"" films.
Capital: Wellington
Dialing code: +64
Population: 4.471 million (2013) World Bank
Currency: New Zealand dollar
Colleges and Universities: University of Auckland"
Niger,"NIGERNiger, officially the Republic of Niger, is a landlocked country in Western Africa, named after the Niger River. 
Capital: Niamey
Population: 17.83 million (2013) World Bank
President: Mahamadou Issoufou
Currency: West African CFA franc
GDP per capita: 415.42 USD (2013) World Bank
Colleges and Universities: Abdou Moumouni University, Islamic University of Niger"
Guinea,"NIGERIANigeria, an African country on the Gulf of Guinea, has many natural landmarks and wildlife reserves. Protected areas such as Cr oss River National Park 
and Yankari National Park have waterfalls, dense rainforest, savanna and rare primate habitats. One of the most recognizable si tes is Zuma Rock, a 
725m-tall monolith outside the capital of Abuja that’s pictured on the national currency.
Capital: Abuja
President: Muhammadu Buhari
Population: 173.6 million (2013) World Bank
National anthem: National Anthem of Nigeria
Currency: Nigerian naira
Official language: English
Colleges and Universities"
Netherlands,"NETHERLANDThe Netherlands, a country in northwestern Europe, is known for a flat landscape of canals, tulip fields, windmills and cycling  routes. Amsterdam, the 
capital, is home to the Rijksmuseum, Van Gogh Museum and the house where Jewish diarist Anne Frank hid during WW II. Canalside mansions and a 
trove of works from artists including Rembrandt and Vermeer remain from the city's 17th-century ""Golden Age.""
Local time: Thursday 11:50 AM
Weather: 24°C, Wind E at 14 km/h, 59% Humidity"
Norway,"NORWAYNorway is a Scandinavian country encompassing mountains, glaciers and deep coastal fjords. Oslo, the capital, is a city of gree n spaces and museums. 
Preserved 9th-century Viking ships are displayed at Oslo’s Viking Ship Museum. Bergen, with colorful wooden houses, is the star ting point for cruises 
to the dramatic Sognefjord. Norway is also known for fishing, hiking and skiing, notably at Lillehammer’s Olympic resort.
Capital: Oslo
Currency: Norwegian krone
Population: 5.084 million (2013) World Bank
Official languages: Norwegian, Bokmål, Nynorsk
Colleges and Universities: University of Oslo"
Oman,"OMANOman, a nation on the Arabian Peninsula, has terrain encompassing  desert, riverbed oases and long coastlines on the Persian (Ar abian) Gulf, Arabian 
Sea and Gulf of Oman. Wahiba Sands is a region of dunes inhabited by Bedouins. The port capital, Muscat, is home to the massive , contemporary 
Sultan Qaboos Grand Mosque, and the old waterfront Muttrah quarter, with a labyrinthine souk and busy fish market.
Capital: Muscat
Dialing code: +968
Currency: Omani rial
Sultan: Qaboos bin Said al Said
Official language: Arabic"
Pakistan,"PAKISTANPakistan, officially the Islamic Republic of Pakistan, is a federal parliamentary republic in South Asia. It is the sixth-most populous country with a 
population exceeding 200 million people. 
Capital: Islamabad
Currency: Pakistani rupee
Population: 182.1 million (2013) World Bank
President: Mamnoon Hussain
Prime minister: Nawaz Sharif
National anthem: National Anthem Of Pakistan"
Panama,"PANAMAPanama is a country on the isthmus linking Central and South America. The Panama Canal, a famous feat of human engineering, cut s through its 
center, linking the Atlantic and Pacific oceans to create an essential shipping route. In the capital, Panama City, modern skys crapers, casinos and 
nightclubs contrast with colonial buildings in the Casco Viejo district and the rainforest of Natural Metropolitan Park.
Capital: Panama City
Dialing code: +507
Population: 3.864 million (2013) World Bank
Currencies: United States Dollar, Panamanian balboa
Official language: Spanish
154PAPUA NEW 
GUINEAPapua New Guinea, in the southwestern Pacific, encompasses the eastern half of New Guinea and its offshore islands. A country o f immense cultural 
and biological diversity, it’s known for its beaches and coral reefs. Inland are active volcanoes, granite Mt. Wilhelm, dense r ainforest and hiking routes 
like the Kokoda Trail. There are also traditional tribal villages, many with their own languages.
Capital: Port Moresby
Currency: Papua New Guinean kina
Population: 7.321 million (2013) World Bank
Prime minister: Peter O'Neill
Official languages: English, Tok Pisin, Hiri Motu"
Paraguay,"PARAGUAYThe Paraguay national football team is controlled by the Paraguayan Football Association and represents Paraguay in men's inter national football 
competitions. Paraguay is a member of CONMEBOL. 
Founded: 1906
Head coach: Francisco Arce
Arena/Stadium: Estadio Defensores del Chaco
Captain: Justo Villar"
Peru,"PERUPeru is a country in South America that's home to a section of Amazon rainforest and Machu Picchu, an ancient Incan city high i n the Andes 
mountains. The region around Machu Picchu, including the Sa cred Valley, Inca Trail and colonial city of Cusco, is rich in archaeological sites. On Peru’s 
arid Pacific coast is Lima, the capital, with a preserved colonial center and important collections of pre-Columbian art.
Capital: Lima
Dialing code: +51
Currency: Sol
President: Pedro Pablo Kuczynski
Official languages: Spanish, Quechua, Aymara"
Burundi,"BURUNDIBurundi, officially the Republic of Burundi, is a landlocked country in the African Great Lakes region of East Africa, bordered  by Rwanda to the north, 
Tanzania to the east and south, and the Democratic Republic of the Congo to the west. 
Capital: Bujumbura
Dialing code: +257
President: Pierre Nkurunziza
Population: 10.16 million (2013) World Bank
Currency: Burundian franc
GDP per capita: 267.11 USD (2013) World Bank
Official languages: French, Kirundi"
Afghanistan,"AFGHANISTANAfghanistan /æfˈɡænᵻstæn/, officially the Islamic Republic of Afghanistan, is a Nation state located within Greater Middle East . It has a population of 
approximately 32 million, making it the 42nd most populous country in the world. 
Capital: Kabul
Currency: Afghan afghani
President: Ashraf Ghani
Population: 30.55 million (2013) World Bank
Official languages: Pashto, Dari"
Albania,"ALBANIAAlbania, on Southeastern Europe’s Balkan Peninsula, is a small country with Adriatic and Ionian coastlines and an interior crossed by the Albanian Alps. 
The country has many castles and archaeological sites. Capital Tirana centers on sprawling Skanderbeg Square, site of the Natio nal History Museum, 
with exhibits spanning antiquity to post-communism, and frescoed Et’hem Bey Mosque.
Capital: Tirana
Dialing code: +355
Currency: Albanian lek
Population: 2.774 million (2013) World Bank
President: Bujar Nishani"
Philippines,"PHILLIPINESThe Philippines is a Southeast Asian country in the Western Pacific, comprising more than 7,000 is lands. Its capital, Manila, is famous for its waterfront 
promenade and centuries-old Chinatown, Binondo. Intramuros, a walled city in colonial times, is the heart of Old Manila. It’s h ome to the baroque 
17th-century San Agustin Church as well as Fort Santiago, a storied citadel and military prison.
Currency: Philippine peso"
Poland,"POLANDPoland is an eastern European country on the Baltic Sea known for its medieval architecture and Jewish heritage. In the city of  Kraków, 14th-century 
Wawel Castle rises above the medieval old town, home to Cloth Hall, a Renaissance trading post in Rynek Glówny (market square).  Nearby is the 
Auschwitz-Birkenau concentration camp memorial, and vast Wieliczka Salt Mine, with underground halls and tunnels.
Capital: Warsaw
Dialing code: +48
Currency: Polish złoty
Population: 38.53 million (2013) World Bank
Official language: Polish"
Portugal,"PORTUGALPortugal is a southern European country on the Iberian Peninsula, bordering Spain. Its location on the Atlantic Ocean has influenced many aspects of 
its culture: salt cod and grilled sardines are national dishes, the Algarve's beaches are a major destination and much of the nation’s architecture dates 
to the 1500s–1800s, when Portugal had a powerful maritime empire.
Capital: Lisbon
Dialing code: +351
President: Marcelo Rebelo de Sousa
Population: 10.46 million (2013) World Bank
Currency: Euro"
Qatar,"QATARQatar is a peninsular Arab country whose terrain comprises arid desert and a long Persian (Arab) Gulf shoreline of beaches and dunes. Also on the 
coast is the capital, Doha, known for its futuristic skyscrapers and other ultramodern architecture inspired by ancient Islamic design, such as the 
limestone Museum of Islamic Art. The museum sits on the city’s Corniche waterfront promenade.
Capital: Doha
Dialing code: +974
Currency: Qatari riyal
Population: 2.169 million (2013) World Bank
GDP per capita: 93,714.06 USD (2013) World Bank"
Burundi,"BURUNDIBurundi, officially the Republic of Burundi, is a landlocked country in the African Great Lakes region of East Africa, bordered  by Rwanda to the north, 
Tanzania to the east and south, and the Democratic Republic of the Congo to the west. 
Capital: Bujumbura
Dialing code: +257
President: Pierre Nkurunziza
Population: 10.16 million (2013) World Bank
Currency: Burundian franc
GDP per capita: 267.11 USD (2013) World Bank
Official languages: French, Kirundi"
Afghanistan,"AFGHANISTANAfghanistan /æfˈɡænᵻstæn/, officially the Islamic Republic of Afghanistan, is a Nation state located within Greater Middle East . It has a population of 
approximately 32 million, making it the 42nd most populous country in the world. 
Capital: Kabul
Currency: Afghan afghani
President: Ashraf Ghani
Population: 30.55 million (2013) World Bank
Official languages: Pashto, Dari"
Albania,"ALBANIAAlbania, on Southeastern Europe’s Balkan Peninsula, is a small country with Adriatic and Ionian coastlines and an interior crossed by the Albanian Alps. 
The country has many castles and archaeological sites. Capital Tirana centers on sprawling Skanderbeg Square, site of the Natio nal History Museum, 
with exhibits spanning antiquity to post-communism, and frescoed Et’hem Bey Mosque.
Capital: Tirana
Dialing code: +355
Currency: Albanian lek
Population: 2.774 million (2013) World Bank
President: Bujar Nishani"
Oman,"ROMANIARomania is a southeastern European country known for the forested region of Transylvania, ringed by the Carpathian Mountains. Its preserved 
medieval towns include Sighişoara, and there are many fortified churches and castles, notably clifftop Bran Castle, long associated with the Dracula 
legend. Bucharest, the country’s capital, is the site of the gigantic, Communist-era Palatul Parlamentului government building.
Capital: Bucharest
Dialing code: +40
Currency: Romanian leu
Population: 19.96 million (2013) World Bank
President: Klaus Iohannis
162RUSSIAN 
FEDERATIONRussia, the world’s largest nation, borders European and Asian countries as well as the Pacific and Arctic oceans. Its landscap e ranges from tundra and 
forests to subtropical beaches. It’s famous for Moscow's Bolshoi and St. Petersburg's Mariinsky ballet companies. St. Petersbur g, founded by Russian 
leader Peter the Great, has the baroque Winter Palace, now housing part of the State Hermitage Museum’s art collection.
Currency: Russian ruble"
